,State,Year,Month,Population,Unemployment Rate,effective_min_wage,effective_min_2020,State_id
23576,Tennessee,2013,1,5045479,8.0,7.25,8.05,43.0
23577,Texas,2013,1,19524317,6.5,7.25,8.05,44.0
23578,Utah,2013,1,2046163,4.5,7.25,8.05,45.0
23579,Vermont,2013,1,512268,4.6,8.6,9.55,46.0
23580,Virginia,2013,1,6356655,5.6,7.25,8.05,47.0
23581,Washington,2013,1,5414242,6.9,9.19,10.2,48.0
23582,West Virginia,2013,1,1487993,7.1,7.25,8.05,49.0
23583,Wisconsin,2013,1,4494635,6.9,7.25,8.05,50.0
23584,Wyoming,2013,1,446965,5.1,7.25,8.05,51.0
24168,Alabama,2014,1,3775896,7.2,7.25,7.92,1.0
24169,Alaska,2014,1,539619,6.9,7.75,8.47,2.0
24170,Arizona,2014,1,5135007,7.2,7.9,8.63,3.0
24171,Arkansas,2014,1,2282487,6.5,7.25,7.92,4.0
24172,California,2014,1,29812266,8.2,9.0,9.83,5.0
24174,Colorado,2014,1,4105799,6.0,8.0,8.74,6.0
24175,Connecticut,2014,1,2863185,7.2,8.7,9.51,7.0
24176,Delaware,2014,1,732837,6.0,7.75,8.47,8.0
24177,District of Columbia,2014,1,543956,7.9,9.5,10.38,9.0
24178,Florida,2014,1,15818006,6.9,7.93,8.66,10.0
24179,Georgia,2014,1,7608115,7.5,7.25,7.92,11.0
24180,Hawaii,2014,1,1077742,4.6,7.25,7.92,12.0
24181,Idaho,2014,1,1218117,5.6,7.25,7.92,13.0
24182,Illinois,2014,1,10041949,8.4,8.25,9.01,14.0
24183,Indiana,2014,1,5081350,6.4,7.25,7.92,15.0
24184,Iowa,2014,1,2413708,4.4,7.25,7.92,16.0
24185,Kansas,2014,1,2189481,4.8,7.25,7.92,17.0
24186,Kentucky,2014,1,3420974,7.5,7.25,7.92,18.0
24187,Louisiana,2014,1,3537379,5.6,7.25,7.92,19.0
24188,Maine,2014,1,1087515,6.1,7.5,8.19,20.0
24189,Maryland,2014,1,4657298,6.1,7.25,7.92,21.0
24190,Massachusetts,2014,1,5438307,6.2,8.0,8.74,22.0
24191,Michigan,2014,1,7846050,8.1,8.15,8.9,23.0
24192,Minnesota,2014,1,4237487,4.7,7.25,7.92,24.0
24193,Mississippi,2014,1,2269079,8.1,7.25,7.92,25.0
24194,Missouri,2014,1,4702832,6.6,7.5,8.19,26.0
24195,Montana,2014,1,803600,5.0,7.9,8.63,27.0
24196,Nebraska,2014,1,1426584,3.5,7.25,7.92,28.0
24197,Nevada,2014,1,2174343,8.9,7.25,7.92,29.0
24198,New Hampshire,2014,1,1079846,4.8,7.25,7.92,30.0
24199,New Jersey,2014,1,6986348,7.3,8.25,9.01,31.0
24200,New Mexico,2014,1,1603597,6.8,7.5,8.19,32.0
24201,New York,2014,1,15671846,7.0,8.0,8.74,33.0
24203,North Carolina,2014,1,7645380,6.4,7.25,7.92,34.0
24204,North Dakota,2014,1,565280,2.7,7.25,7.92,35.0
24205,Ohio,2014,1,9081389,6.6,7.25,7.92,36.0
24206,Oklahoma,2014,1,2934523,4.9,7.25,7.92,37.0
24207,Oregon,2014,1,3145835,7.2,9.1,9.94,38.0
24208,Pennsylvania,2014,1,10195861,6.5,7.25,7.92,39.0
24209,Rhode Island,2014,1,852451,8.9,8.0,8.74,40.0
24210,South Carolina,2014,1,3733037,6.1,7.25,7.92,41.0
24211,South Dakota,2014,1,641657,3.5,7.25,7.92,42.0
24212,Tennessee,2014,1,5089069,6.9,7.25,7.92,43.0
24213,Texas,2014,1,19899461,5.7,7.25,7.92,44.0
24214,Utah,2014,1,2082531,3.8,7.25,7.92,45.0
24215,Vermont,2014,1,513280,4.1,8.73,9.54,46.0
24216,Virginia,2014,1,6415418,5.3,7.25,7.92,47.0
24217,Washington,2014,1,5483240,6.2,9.32,10.18,48.0
24218,West Virginia,2014,1,1486189,6.7,7.25,7.92,49.0
24219,Wisconsin,2014,1,4517494,6.0,7.25,7.92,50.0
24220,Wyoming,2014,1,449367,4.5,7.25,7.92,51.0
24804,Alabama,2015,1,3792717,6.1,7.25,7.91,1.0
24805,Alaska,2015,1,541541,6.2,8.75,9.55,2.0
24806,Arizona,2015,1,5231632,6.4,8.05,8.79,3.0
24807,Arkansas,2015,1,2293962,5.5,7.5,8.18,4.0
24808,California,2015,1,30147095,6.8,9.0,9.82,5.0
24810,Colorado,2015,1,4191682,4.1,8.23,8.98,6.0
24811,Connecticut,2015,1,2871234,6.0,9.15,9.99,7.0
24812,Delaware,2015,1,742189,5.0,8.25,9.0,8.0
24813,District of Columbia,2015,1,553084,7.4,10.5,11.46,9.0
24814,Florida,2015,1,16119608,5.9,8.05,8.79,10.0
24815,Georgia,2015,1,7711426,6.5,7.25,7.91,11.0
24816,Hawaii,2015,1,1083804,3.8,7.75,8.46,12.0
24817,Idaho,2015,1,1236985,3.8,7.25,7.91,13.0
24818,Illinois,2015,1,10054926,6.1,8.25,9.0,14.0
24819,Indiana,2015,1,5107398,5.4,7.25,7.91,15.0
24820,Iowa,2015,1,2427052,3.9,7.25,7.91,16.0
24821,Kansas,2015,1,2200557,4.3,7.25,7.91,17.0
24822,Kentucky,2015,1,3436806,5.3,7.25,7.91,18.0
24823,Louisiana,2015,1,3559303,6.8,7.25,7.91,19.0
24824,Maine,2015,1,1090698,4.9,7.5,8.18,20.0
24825,Maryland,2015,1,4687116,5.4,8.25,9.0,21.0
24826,Massachusetts,2015,1,5487464,5.2,9.0,9.82,22.0
24827,Michigan,2015,1,7874799,6.0,8.15,8.89,23.0
24828,Minnesota,2015,1,4269426,3.8,7.25,7.91,24.0
24829,Mississippi,2015,1,2276579,6.8,7.25,7.91,25.0
24830,Missouri,2015,1,4726122,5.6,7.65,8.35,26.0
24831,Montana,2015,1,811282,4.3,8.05,8.79,27.0
24832,Nebraska,2015,1,1436792,2.9,8.0,8.73,28.0
24833,Nevada,2015,1,2215425,7.4,7.25,7.91,29.0
24834,New Hampshire,2015,1,1086992,3.8,7.25,7.91,30.0
24835,New Jersey,2015,1,7006171,6.3,8.38,9.15,31.0
24836,New Mexico,2015,1,1608330,6.5,7.5,8.18,32.0
24837,New York,2015,1,15711712,5.7,8.75,9.55,33.0
24839,North Carolina,2015,1,7744793,5.7,7.25,7.91,34.0
24840,North Dakota,2015,1,576481,2.6,7.25,7.91,35.0
24841,Ohio,2015,1,9115824,5.2,7.25,7.91,36.0
24842,Oklahoma,2015,1,2960645,4.0,7.25,7.91,37.0
24843,Oregon,2015,1,3190400,5.8,9.25,10.09,38.0
24844,Pennsylvania,2015,1,10215735,5.5,7.25,7.91,39.0
24845,Rhode Island,2015,1,855143,6.6,9.0,9.82,40.0
24846,South Carolina,2015,1,3793411,6.4,7.25,7.91,41.0
24847,South Dakota,2015,1,646230,3.2,8.5,9.28,42.0
24848,Tennessee,2015,1,5136969,6.1,7.25,7.91,43.0
24849,Texas,2015,1,20320317,4.6,7.25,7.91,44.0
24850,Utah,2015,1,2120965,3.6,7.25,7.91,45.0
24851,Vermont,2015,1,514435,3.8,9.15,9.99,46.0
24852,Virginia,2015,1,6472206,4.8,7.25,7.91,47.0
24853,Washington,2015,1,5574083,5.6,9.47,10.33,48.0
24854,West Virginia,2015,1,1483060,6.4,8.0,8.73,49.0
24855,Wisconsin,2015,1,4538023,4.7,7.25,7.91,50.0
24856,Wyoming,2015,1,450619,3.9,7.25,7.91,51.0
25440,Alabama,2016,1,3808871,6.1,7.25,7.81,1.0
25441,Alaska,2016,1,545180,6.4,9.75,10.51,2.0
25442,Arizona,2016,1,5334647,5.7,8.05,8.68,3.0
25443,Arkansas,2016,1,2306098,4.2,8.0,8.62,4.0
25444,California,2016,1,30446733,5.7,10.0,10.78,5.0
25446,Colorado,2016,1,4283491,3.3,8.31,8.96,6.0
25447,Connecticut,2016,1,2873756,5.2,9.6,10.35,7.0
25448,Delaware,2016,1,750671,4.5,8.25,8.89,8.0
25449,District of Columbia,2016,1,561777,6.4,11.5,12.39,9.0
25450,Florida,2016,1,16458012,5.1,8.05,8.68,10.0
25451,Georgia,2016,1,7828808,5.7,7.25,7.81,11.0
25452,Hawaii,2016,1,1091566,3.0,8.5,9.16,12.0
25453,Idaho,2016,1,1260815,3.8,7.25,7.81,13.0
25454,Illinois,2016,1,10050720,6.2,8.25,8.89,14.0
25455,Indiana,2016,1,5133138,4.6,7.25,7.81,15.0
25456,Iowa,2016,1,2437374,3.6,7.25,7.81,16.0
25457,Kansas,2016,1,2210492,3.9,7.25,7.81,17.0
25458,Kentucky,2016,1,3452439,5.2,7.25,7.81,18.0
25459,Louisiana,2016,1,3578098,6.0,7.25,7.81,19.0
25460,Maine,2016,1,1092946,4.0,7.5,8.08,20.0
25461,Maryland,2016,1,4707890,4.5,8.75,9.43,21.0
25462,Massachusetts,2016,1,5525824,4.4,10.0,10.78,22.0
25463,Michigan,2016,1,7900971,4.9,8.5,9.16,23.0
25464,Minnesota,2016,1,4301291,3.8,7.25,7.81,24.0
25465,Mississippi,2016,1,2282454,6.3,7.25,7.81,25.0
25466,Missouri,2016,1,4746243,4.5,7.65,8.24,26.0
25467,Montana,2016,1,819668,4.4,8.05,8.68,27.0
25468,Nebraska,2016,1,1447160,3.0,9.0,9.7,28.0
25469,Nevada,2016,1,2259069,6.2,7.25,7.81,29.0
25470,New Hampshire,2016,1,1093720,2.9,7.25,7.81,30.0
25471,New Jersey,2016,1,7021689,5.0,8.38,9.03,31.0
25472,New Mexico,2016,1,1614852,6.5,7.5,8.08,32.0
25473,New York,2016,1,15726323,4.8,9.0,9.7,33.0
25475,North Carolina,2016,1,7857596,5.3,7.25,7.81,34.0
25476,North Dakota,2016,1,581531,3.1,7.25,7.81,35.0
25477,Ohio,2016,1,9143345,5.0,7.25,7.81,36.0
25478,Oklahoma,2016,1,2982968,4.5,7.25,7.81,37.0
25479,Oregon,2016,1,3249240,4.9,9.75,10.51,38.0
25480,Pennsylvania,2016,1,10225383,5.3,7.25,7.81,39.0
25481,Rhode Island,2016,1,857229,5.6,9.6,10.35,40.0
25482,South Carolina,2016,1,3858504,5.3,7.25,7.81,41.0
25483,South Dakota,2016,1,651545,2.8,8.55,9.21,42.0
25484,Tennessee,2016,1,5188358,4.8,7.25,7.81,43.0
25485,Texas,2016,1,20729955,4.5,7.25,7.81,44.0
25486,Utah,2016,1,2168291,3.5,7.25,7.81,45.0
25487,Vermont,2016,1,515143,3.2,9.6,10.35,46.0
25488,Virginia,2016,1,6523006,4.0,7.25,7.81,47.0
25489,Washington,2016,1,5679860,5.4,9.47,10.21,48.0
25490,West Virginia,2016,1,1477257,6.4,8.75,9.43,49.0
25491,Wisconsin,2016,1,4556269,4.1,7.25,7.81,50.0
25492,Wyoming,2016,1,451394,5.0,7.25,7.81,51.0
26076,Alabama,2017,1,3827336,5.5,7.25,7.65,1.0
26077,Alaska,2017,1,547623,6.6,9.8,10.34,2.0
26078,Arizona,2017,1,5443325,5.2,10.0,10.55,3.0
26079,Arkansas,2017,1,2319332,3.8,8.5,8.97,4.0
26080,California,2017,1,30706378,5.3,10.0,10.55,5.0
26082,Colorado,2017,1,4365315,2.6,9.3,9.81,6.0
26083,Connecticut,2017,1,2877354,4.6,10.1,10.66,7.0
26084,Delaware,2017,1,758922,4.7,8.25,8.71,8.0
26085,District of Columbia,2017,1,569059,6.3,11.5,12.14,9.0
26086,Florida,2017,1,16799082,4.7,8.1,8.55,10.0
26087,Georgia,2017,1,7948388,5.2,7.25,7.65,11.0
26088,Hawaii,2017,1,1095136,2.6,9.25,9.76,12.0
26089,Idaho,2017,1,1291268,3.4,7.25,7.65,13.0
26090,Illinois,2017,1,10046909,5.3,8.25,8.71,14.0
26091,Indiana,2017,1,5164740,3.8,7.25,7.65,15.0
26092,Iowa,2017,1,2448593,3.4,7.25,7.65,16.0
26093,Kansas,2017,1,2216729,3.9,7.25,7.65,17.0
26094,Kentucky,2017,1,3469500,5.1,7.25,7.65,18.0
26095,Louisiana,2017,1,3586792,5.8,7.25,7.65,19.0
26096,Maine,2017,1,1097564,3.5,9.0,9.5,20.0
26097,Maryland,2017,1,4727477,4.2,8.75,9.23,21.0
26098,Massachusetts,2017,1,5567147,3.9,11.0,11.61,22.0
26099,Michigan,2017,1,7938921,4.9,8.9,9.39,23.0
26100,Minnesota,2017,1,4340091,3.8,7.75,8.18,24.0
26101,Mississippi,2017,1,2288902,5.6,7.25,7.65,25.0
26102,Missouri,2017,1,4768305,4.2,7.7,8.13,26.0
26103,Montana,2017,1,829814,4.2,8.15,8.6,27.0
26104,Nebraska,2017,1,1458153,3.1,9.0,9.5,28.0
26105,Nevada,2017,1,2305093,5.3,7.25,7.65,29.0
26106,New Hampshire,2017,1,1102750,2.9,7.25,7.65,30.0
26107,New Jersey,2017,1,7043776,4.6,8.44,8.91,31.0
26108,New Mexico,2017,1,1621680,6.7,7.5,7.91,32.0
26109,New York,2017,1,15730057,4.7,9.7,10.24,33.0
26111,North Carolina,2017,1,7978838,4.9,7.25,7.65,34.0
26112,North Dakota,2017,1,580872,2.9,7.25,7.65,35.0
26113,Ohio,2017,1,9178815,5.2,8.15,8.6,36.0
26114,Oklahoma,2017,1,2996974,4.4,7.25,7.65,37.0
26115,Oregon,2017,1,3310911,4.1,9.75,10.29,38.0
26116,Pennsylvania,2017,1,10243590,5.2,7.25,7.65,39.0
26117,Rhode Island,2017,1,859091,4.6,9.6,10.13,40.0
26118,South Carolina,2017,1,3922849,4.4,7.25,7.65,41.0
26119,South Dakota,2017,1,658924,3.2,8.65,9.13,42.0
26120,Tennessee,2017,1,5246270,4.6,7.25,7.65,43.0
26121,Texas,2017,1,21104864,4.8,7.25,7.65,44.0
26122,Utah,2017,1,2223546,3.2,7.25,7.65,45.0
26123,Vermont,2017,1,516063,3.2,10.0,10.55,46.0
26124,Virginia,2017,1,6574870,4.0,7.25,7.65,47.0
26125,Washington,2017,1,5795156,4.8,11.0,11.61,48.0
26126,West Virginia,2017,1,1469450,5.4,8.75,9.23,49.0
26127,Wisconsin,2017,1,4579412,3.5,7.25,7.65,50.0
26128,Wyoming,2017,1,449900,4.8,7.25,7.65,51.0
26712,Alabama,2018,1,3842844,4.0,7.25,7.47,1.0
26713,Alaska,2018,1,547313,6.3,9.84,10.14,2.0
26714,Arizona,2018,1,5551621,4.9,10.5,10.82,3.0
26715,Arkansas,2018,1,2330250,3.8,8.5,8.76,4.0
26716,California,2018,1,30890810,4.4,11.0,11.33,5.0
26718,Colorado,2018,1,4441224,2.9,10.2,10.51,6.0
26719,Connecticut,2018,1,2882546,4.2,10.1,10.4,7.0
26720,Delaware,2018,1,767213,4.1,8.25,8.5,8.0
26721,District of Columbia,2018,1,575084,5.9,13.25,13.65,9.0
26722,Florida,2018,1,17083177,3.9,8.25,8.5,10.0
26723,Georgia,2018,1,8051351,4.3,7.25,7.47,11.0
26724,Hawaii,2018,1,1094930,2.1,10.1,10.4,12.0
26725,Idaho,2018,1,1321923,3.0,7.25,7.47,13.0
26726,Illinois,2018,1,10030718,4.5,8.25,8.5,14.0
26727,Indiana,2018,1,5195245,3.3,7.25,7.47,15.0
26728,Iowa,2018,1,2457002,2.8,7.25,7.47,16.0
26729,Kansas,2018,1,2220190,3.4,7.25,7.47,17.0
26730,Kentucky,2018,1,3482222,4.2,7.25,7.47,18.0
26731,Louisiana,2018,1,3585241,4.7,7.25,7.47,19.0
26732,Maine,2018,1,1102745,3.0,10.0,10.3,20.0
26733,Maryland,2018,1,4746158,4.1,10.1,10.4,21.0
26734,Massachusetts,2018,1,5602485,3.7,11.0,11.33,22.0
26735,Michigan,2018,1,7968173,4.5,9.25,9.53,23.0
26736,Minnesota,2018,1,4376667,3.1,8.04,8.28,24.0
26737,Mississippi,2018,1,2288841,4.9,7.25,7.47,25.0
26738,Missouri,2018,1,4786436,3.5,7.85,8.09,26.0
26739,Montana,2018,1,839190,4.0,8.3,8.55,27.0
26740,Nebraska,2018,1,1467060,2.9,9.0,9.27,28.0
26741,Nevada,2018,1,2354665,4.7,7.25,7.47,29.0
26742,New Hampshire,2018,1,1110603,2.8,7.25,7.47,30.0
26743,New Jersey,2018,1,7060565,4.4,8.6,8.86,31.0
26744,New Mexico,2018,1,1627980,5.2,7.5,7.73,32.0
26745,New York,2018,1,15713694,4.5,10.4,10.71,33.0
26747,North Carolina,2018,1,8094284,4.3,7.25,7.47,34.0
26748,North Dakota,2018,1,581266,2.6,7.25,7.47,35.0
26749,Ohio,2018,1,9208200,4.5,8.3,8.55,36.0
26750,Oklahoma,2018,1,3006598,3.7,7.25,7.47,37.0
26751,Oregon,2018,1,3355813,4.1,10.75,11.07,38.0
26752,Pennsylvania,2018,1,10261172,4.8,7.25,7.47,39.0
26753,Rhode Island,2018,1,860986,4.5,10.1,10.4,40.0
26754,South Carolina,2018,1,3981190,3.9,7.25,7.47,41.0
26755,South Dakota,2018,1,665115,3.0,8.85,9.12,42.0
26756,Tennessee,2018,1,5303405,3.5,7.25,7.47,43.0
26757,Texas,2018,1,21434170,4.1,7.25,7.47,44.0
26758,Utah,2018,1,2275847,3.0,7.25,7.47,45.0
26759,Vermont,2018,1,517147,3.0,10.5,10.82,46.0
26760,Virginia,2018,1,6622634,3.2,7.25,7.47,47.0
26761,Washington,2018,1,5896573,4.5,11.5,11.85,48.0
26762,West Virginia,2018,1,1460033,5.4,8.75,9.01,49.0
26763,Wisconsin,2018,1,4601689,3.0,7.25,7.47,50.0
26764,Wyoming,2018,1,448752,4.2,7.25,7.47,51.0
27348,Alabama,2019,1,3858512,3.6,7.25,7.34,1.0
27349,Alaska,2019,1,546579,5.8,10.19,10.31,2.0
27350,Arizona,2019,1,5670393,5.0,12.0,12.14,3.0
27351,Arkansas,2019,1,2340710,3.6,9.25,9.36,4.0
27352,California,2019,1,31012788,4.3,12.0,12.14,5.0
27354,Colorado,2019,1,4516317,3.0,12.0,12.14,6.0
27355,Connecticut,2019,1,2885407,3.7,11.0,11.13,7.0
27356,Delaware,2019,1,776420,3.5,9.25,9.36,8.0
27357,District of Columbia,2019,1,579320,5.8,14.0,14.16,9.0
27358,Florida,2019,1,17320950,3.5,8.56,8.66,10.0
27359,Georgia,2019,1,8156579,3.9,7.25,7.34,11.0
27360,Hawaii,2019,1,1092891,2.7,10.1,10.22,12.0
27361,Idaho,2019,1,1354143,2.9,7.25,7.34,13.0
27362,Illinois,2019,1,10009039,4.5,9.25,9.36,14.0
27363,Indiana,2019,1,5228912,3.5,7.25,7.34,15.0
27364,Iowa,2019,1,2466434,2.7,7.25,7.34,16.0
27365,Kansas,2019,1,2225406,3.3,7.25,7.34,17.0
27366,Kentucky,2019,1,3492386,4.2,7.25,7.34,18.0
27367,Louisiana,2019,1,3584760,4.7,7.25,7.34,19.0
27368,Maine,2019,1,1108679,3.0,12.0,12.14,20.0
27369,Maryland,2019,1,4760866,3.7,11.0,11.13,21.0
27370,Massachusetts,2019,1,5627960,3.2,12.75,12.9,22.0
27371,Michigan,2019,1,7986297,4.2,9.65,9.76,23.0
27372,Minnesota,2019,1,4410297,3.2,8.15,8.25,24.0
27373,Mississippi,2019,1,2287007,5.4,7.25,7.34,25.0
27374,Missouri,2019,1,4804992,3.2,9.45,9.56,26.0
27375,Montana,2019,1,847596,3.7,8.65,8.75,27.0
27376,Nebraska,2019,1,1475406,3.0,9.0,9.11,28.0
27377,Nevada,2019,1,2408437,4.2,7.25,7.34,29.0
27378,New Hampshire,2019,1,1118346,2.6,7.25,7.34,30.0
27379,New Jersey,2019,1,7070860,3.6,11.0,11.13,31.0
27380,New Mexico,2019,1,1636932,5.2,9.0,9.11,32.0
27381,New York,2019,1,15683812,4.0,11.8,11.94,33.0
27383,North Carolina,2019,1,8205684,4.0,7.25,7.34,34.0
27384,North Dakota,2019,1,582907,2.3,7.25,7.34,35.0
27385,Ohio,2019,1,9232906,4.3,8.7,8.8,36.0
27386,Oklahoma,2019,1,3022283,3.2,7.25,7.34,37.0
27387,Oregon,2019,1,3392962,4.2,11.25,11.38,38.0
27388,Pennsylvania,2019,1,10273786,4.3,7.25,7.34,39.0
27389,Rhode Island,2019,1,862811,3.8,10.5,10.62,40.0
27390,South Carolina,2019,1,4041071,3.2,7.25,7.34,41.0
27391,South Dakota,2019,1,671039,3.0,9.3,9.41,42.0
27392,Tennessee,2019,1,5357263,3.4,7.25,7.34,43.0
27393,Texas,2019,1,21770174,3.7,7.25,7.34,44.0
27394,Utah,2019,1,2326530,2.8,7.25,7.34,45.0
27395,Vermont,2019,1,517878,2.2,10.96,11.09,46.0
27396,Virginia,2019,1,6664897,2.9,7.25,7.34,47.0
27397,Washington,2019,1,5983264,4.5,13.5,13.66,48.0
27398,West Virginia,2019,1,1452650,5.0,8.75,8.85,49.0
27399,Wisconsin,2019,1,4624157,3.1,7.25,7.34,50.0
27400,Wyoming,2019,1,450258,3.7,7.25,7.34,51.0
27984,Alabama,2020,1,3876526,2.7,7.25,7.25,1.0
27985,Alaska,2020,1,546109,5.0,10.19,10.19,2.0
27986,Arizona,2020,1,5802213,4.8,12.0,12.0,3.0
27987,Arkansas,2020,1,2353674,3.7,10.0,10.0,4.0
27988,California,2020,1,31086836,4.2,13.0,13.0,5.0
27990,Colorado,2020,1,4584112,2.7,12.0,12.0,6.0
27991,Connecticut,2020,1,2885953,3.7,11.0,11.0,7.0
27992,Delaware,2020,1,786721,4.3,9.25,9.25,8.0
27993,District of Columbia,2020,1,582696,4.9,14.0,14.0,9.0
27994,Florida,2020,1,17555962,3.3,8.56,8.56,10.0
27995,Georgia,2020,1,8260627,3.3,7.25,7.25,11.0
27996,Hawaii,2020,1,1089395,2.0,10.1,10.1,12.0
27997,Idaho,2020,1,1390161,2.6,7.25,7.25,13.0
27998,Illinois,2020,1,9983613,3.5,9.25,9.25,14.0
27999,Indiana,2020,1,5262529,3.2,7.25,7.25,15.0
28000,Iowa,2020,1,2477479,2.8,7.25,7.25,16.0
28001,Kansas,2020,1,2232550,3.1,7.25,7.25,17.0
28002,Kentucky,2020,1,3504469,4.1,7.25,7.25,18.0
28003,Louisiana,2020,1,3584646,5.1,7.25,7.25,19.0
28004,Maine,2020,1,1115592,3.0,12.0,12.0,20.0
28005,Maryland,2020,1,4773748,3.4,11.0,11.0,21.0
28006,Massachusetts,2020,1,5647161,2.8,12.75,12.75,22.0
28007,Michigan,2020,1,7998157,3.7,9.65,9.65,23.0
28008,Minnesota,2020,1,4440365,3.2,8.15,8.15,24.0
28009,Mississippi,2020,1,2288349,5.6,7.25,7.25,25.0
28010,Missouri,2020,1,4828271,3.6,9.45,9.45,26.0
28011,Montana,2020,1,857398,3.7,8.65,8.65,27.0
28012,Nebraska,2020,1,1484013,2.9,9.0,9.0,28.0
28013,Nevada,2020,1,2460603,3.7,7.25,7.25,29.0
28014,New Hampshire,2020,1,1127119,2.6,7.25,7.25,30.0
28015,New Jersey,2020,1,7080875,3.7,11.0,11.0,31.0
28016,New Mexico,2020,1,1648883,5.1,9.0,9.0,32.0
28017,New York,2020,1,15629851,3.8,11.8,11.8,33.0
28019,North Carolina,2020,1,8316381,3.5,7.25,7.25,34.0
28020,North Dakota,2020,1,584888,2.2,7.25,7.25,35.0
28021,Ohio,2020,1,9256594,4.5,8.7,8.7,36.0
28022,Oklahoma,2020,1,3044378,3.1,7.25,7.25,37.0
28023,Oregon,2020,1,3428283,3.4,11.25,11.25,38.0
28024,Pennsylvania,2020,1,10283103,4.8,7.25,7.25,39.0
28025,Rhode Island,2020,1,864092,3.8,10.5,10.5,40.0
28026,South Carolina,2020,1,4104607,2.6,7.25,7.25,41.0
28027,South Dakota,2020,1,677767,2.9,9.3,9.3,42.0
28028,Tennessee,2020,1,5413972,3.7,7.25,7.25,43.0
28029,Texas,2020,1,22136086,3.6,7.25,7.25,44.0
28030,Utah,2020,1,2377669,2.4,7.25,7.25,45.0
28031,Vermont,2020,1,518807,2.5,10.96,10.96,46.0
28032,Virginia,2020,1,6711014,2.5,7.25,7.25,47.0
28033,Washington,2020,1,6067267,4.0,13.5,13.5,48.0
28034,West Virginia,2020,1,1447094,5.0,8.75,8.75,49.0
28035,Wisconsin,2020,1,4647953,3.3,7.25,7.25,50.0
28036,Wyoming,2020,1,453129,4.4,7.25,7.25,51.0
