,State,Year,Month,Population,Unemployment Rate,effective_min_wage,effective_min_2020,State_id
0,Alabama,1976,1,2605000,6.6,2.2,10.0,1.0
1,Alaska,1976,1,232000,7.1,2.8,12.73,2.0
2,Arizona,1976,1,1621000,10.2,2.2,10.0,3.0
3,Arkansas,1976,1,1536000,7.3,2.2,10.0,4.0
4,California,1976,1,15621000,9.2,2.2,10.0,5.0
6,Colorado,1976,1,1832000,5.8,2.2,10.0,6.0
7,Connecticut,1976,1,2248000,9.8,2.21,10.05,7.0
8,Delaware,1976,1,417000,8.0,2.2,10.0,8.0
9,District of Columbia,1976,1,520000,8.7,2.25,10.23,9.0
10,Florida,1976,1,6421000,9.7,2.2,10.0,10.0
11,Georgia,1976,1,3522000,8.4,2.2,10.0,11.0
12,Hawaii,1976,1,583000,9.8,2.4,10.91,12.0
13,Idaho,1976,1,580000,5.6,2.2,10.0,13.0
14,Illinois,1976,1,8127000,6.6,2.2,10.0,14.0
15,Indiana,1976,1,3789000,6.6,2.2,10.0,15.0
16,Iowa,1976,1,2066000,4.3,2.2,10.0,16.0
17,Kansas,1976,1,1635000,4.2,2.2,10.0,17.0
18,Kentucky,1976,1,2459000,5.6,2.2,10.0,18.0
19,Louisiana,1976,1,2672000,6.3,2.2,10.0,19.0
20,Maine,1976,1,764000,8.7,2.3,10.46,20.0
21,Maryland,1976,1,2954000,6.4,2.2,10.0,21.0
22,Massachusetts,1976,1,4194000,10.5,2.2,10.0,22.0
23,Michigan,1976,1,6417000,9.9,2.2,10.0,23.0
24,Minnesota,1976,1,2788000,6.0,2.2,10.0,24.0
25,Mississippi,1976,1,1640000,6.7,2.2,10.0,25.0
26,Missouri,1976,1,3464000,5.9,2.2,10.0,26.0
27,Montana,1976,1,531000,5.8,2.2,10.0,27.0
28,Nebraska,1976,1,1095000,3.3,2.2,10.0,28.0
29,Nevada,1976,1,451000,9.2,2.2,10.0,29.0
30,New Hampshire,1976,1,593000,6.5,2.2,10.0,30.0
31,New Jersey,1976,1,5358000,10.3,2.2,10.0,31.0
32,New Mexico,1976,1,792000,8.6,2.2,10.0,32.0
33,New York,1976,1,13196000,10.3,2.3,10.46,33.0
35,North Carolina,1976,1,3898000,6.4,2.2,10.0,34.0
36,North Dakota,1976,1,442000,3.4,2.2,10.0,35.0
37,Ohio,1976,1,7701000,8.1,2.2,10.0,36.0
38,Oklahoma,1976,1,1999000,5.8,2.2,10.0,37.0
39,Oregon,1976,1,1716000,9.5,2.3,10.46,38.0
40,Pennsylvania,1976,1,8774000,8.0,2.2,10.0,39.0
41,Rhode Island,1976,1,691000,7.8,2.3,10.46,40.0
42,South Carolina,1976,1,1984000,7.4,2.2,10.0,41.0
43,South Dakota,1976,1,477000,3.3,2.2,10.0,42.0
44,Tennessee,1976,1,3078000,6.0,2.2,10.0,43.0
45,Texas,1976,1,8818000,5.8,2.2,10.0,44.0
46,Utah,1976,1,824000,5.8,2.2,10.0,45.0
47,Vermont,1976,1,339000,8.6,2.3,10.46,46.0
48,Virginia,1976,1,3534000,6.1,2.2,10.0,47.0
49,Washington,1976,1,2598000,8.5,2.2,10.0,48.0
50,West Virginia,1976,1,1352000,7.5,2.2,10.0,49.0
51,Wisconsin,1976,1,3245000,5.8,2.2,10.0,50.0
52,Wyoming,1976,1,270000,4.1,2.2,10.0,51.0
636,Alabama,1977,1,2663000,7.3,2.2,9.39,1.0
637,Alaska,1977,1,245000,9.1,2.8,11.95,2.0
638,Arizona,1977,1,1690000,9.3,2.2,9.39,3.0
639,Arkansas,1977,1,1565000,6.6,2.2,9.39,4.0
640,California,1977,1,16066000,9.2,2.2,9.39,5.0
642,Colorado,1977,1,1892000,6.6,2.2,9.39,6.0
643,Connecticut,1977,1,2274000,8.2,2.21,9.43,7.0
644,Delaware,1977,1,425000,9.2,2.2,9.39,8.0
645,District of Columbia,1977,1,515000,8.9,2.25,9.6,9.0
646,Florida,1977,1,6619000,9.0,2.2,9.39,10.0
647,Georgia,1977,1,3605000,8.1,2.2,9.39,11.0
648,Hawaii,1977,1,601000,8.5,2.4,10.24,12.0
649,Idaho,1977,1,601000,5.9,2.2,9.39,13.0
650,Illinois,1977,1,8235000,6.2,2.2,9.39,14.0
651,Indiana,1977,1,3842000,5.8,2.2,9.39,15.0
652,Iowa,1977,1,2098000,4.0,2.2,9.39,16.0
653,Kansas,1977,1,1662000,4.2,2.2,9.39,17.0
654,Kentucky,1977,1,2516000,5.1,2.2,9.39,18.0
655,Louisiana,1977,1,2745000,6.9,2.2,9.39,19.0
656,Maine,1977,1,782000,9.1,2.3,9.82,20.0
657,Maryland,1977,1,3006000,6.7,2.2,9.39,21.0
658,Massachusetts,1977,1,4234000,8.8,2.2,9.39,22.0
659,Michigan,1977,1,6501000,8.9,2.2,9.39,23.0
660,Minnesota,1977,1,2839000,5.9,2.2,9.39,24.0
661,Mississippi,1977,1,1676000,6.9,2.2,9.39,25.0
662,Missouri,1977,1,3513000,6.4,2.2,9.39,26.0
663,Montana,1977,1,544000,6.0,2.2,9.39,27.0
664,Nebraska,1977,1,1108000,3.1,2.2,9.39,28.0
665,Nevada,1977,1,478000,8.5,2.2,9.39,29.0
666,New Hampshire,1977,1,614000,6.4,2.2,9.39,30.0
667,New Jersey,1977,1,5411000,10.5,2.2,9.39,31.0
668,New Mexico,1977,1,825000,9.0,2.2,9.39,32.0
669,New York,1977,1,13238000,10.1,2.3,9.82,33.0
671,North Carolina,1977,1,3986000,6.5,2.2,9.39,34.0
672,North Dakota,1977,1,450000,4.3,2.2,9.39,35.0
673,Ohio,1977,1,7773000,7.4,2.2,9.39,36.0
674,Oklahoma,1977,1,2045000,5.3,2.2,9.39,37.0
675,Oregon,1977,1,1772000,9.2,2.3,9.82,38.0
676,Pennsylvania,1977,1,8847000,8.1,2.2,9.39,39.0
677,Rhode Island,1977,1,701000,8.8,2.3,9.82,40.0
678,South Carolina,1977,1,2036000,7.1,2.2,9.39,41.0
679,South Dakota,1977,1,484000,3.7,2.2,9.39,42.0
680,Tennessee,1977,1,3154000,6.5,2.2,9.39,43.0
681,Texas,1977,1,9114000,5.8,2.2,9.39,44.0
682,Utah,1977,1,852000,5.5,2.2,9.39,45.0
683,Vermont,1977,1,348000,7.6,2.3,9.82,46.0
684,Virginia,1977,1,3627000,5.6,2.2,9.39,47.0
685,Washington,1977,1,2678000,9.4,2.2,9.39,48.0
686,West Virginia,1977,1,1383000,7.1,2.2,9.39,49.0
687,Wisconsin,1977,1,3295000,5.4,2.2,9.39,50.0
688,Wyoming,1977,1,282000,3.8,2.2,9.39,51.0
1272,Alabama,1978,1,2720000,6.4,2.2,8.73,1.0
1273,Alaska,1978,1,252000,10.9,2.8,11.11,2.0
1274,Arizona,1978,1,1770000,6.8,2.2,8.73,3.0
1275,Arkansas,1978,1,1601000,6.3,2.2,8.73,4.0
1276,California,1978,1,16540000,7.6,2.2,8.73,5.0
1278,Colorado,1978,1,1961000,6.2,2.2,8.73,6.0
1279,Connecticut,1978,1,2301000,5.8,2.21,8.77,7.0
1280,Delaware,1978,1,432000,7.2,2.2,8.73,8.0
1281,District of Columbia,1978,1,511000,8.1,2.25,8.93,9.0
1282,Florida,1978,1,6850000,7.1,2.2,8.73,10.0
1283,Georgia,1978,1,3692000,5.7,2.2,8.73,11.0
1284,Hawaii,1978,1,617000,7.2,2.4,9.52,12.0
1285,Idaho,1978,1,623000,5.3,2.2,8.73,13.0
1286,Illinois,1978,1,8330000,6.3,2.2,8.73,14.0
1287,Indiana,1978,1,3902000,5.8,2.2,8.73,15.0
1288,Iowa,1978,1,2121000,4.0,2.2,8.73,16.0
1289,Kansas,1978,1,1687000,3.4,2.2,8.73,17.0
1290,Kentucky,1978,1,2562000,5.0,2.2,8.73,18.0
1291,Louisiana,1978,1,2808000,7.6,2.2,8.73,19.0
1292,Maine,1978,1,799000,7.0,2.3,9.12,20.0
1293,Maryland,1978,1,3056000,5.8,2.2,8.73,21.0
1294,Massachusetts,1978,1,4277000,6.7,2.2,8.73,22.0
1295,Michigan,1978,1,6593000,7.3,2.2,8.73,23.0
1296,Minnesota,1978,1,2887000,4.2,2.2,8.73,24.0
1297,Mississippi,1978,1,1708000,7.1,2.2,8.73,25.0
1298,Missouri,1978,1,3561000,5.6,2.2,8.73,26.0
1299,Montana,1978,1,559000,6.2,2.2,8.73,27.0
1300,Nebraska,1978,1,1121000,3.7,2.2,8.73,28.0
1301,Nevada,1978,1,511000,4.8,2.2,8.73,29.0
1302,New Hampshire,1978,1,638000,4.4,2.2,8.73,30.0
1303,New Jersey,1978,1,5470000,7.7,2.2,8.73,31.0
1304,New Mexico,1978,1,854000,6.3,2.2,8.73,32.0
1305,New York,1978,1,13248000,8.2,2.3,9.12,33.0
1307,North Carolina,1978,1,4074000,5.0,2.2,8.73,34.0
1308,North Dakota,1978,1,456000,4.3,2.2,8.73,35.0
1309,Ohio,1978,1,7857000,5.7,2.2,8.73,36.0
1310,Oklahoma,1978,1,2090000,4.0,2.2,8.73,37.0
1311,Oregon,1978,1,1834000,5.7,2.3,9.12,38.0
1312,Pennsylvania,1978,1,8912000,7.4,2.2,8.73,39.0
1313,Rhode Island,1978,1,711000,6.9,2.3,9.12,40.0
1314,South Carolina,1978,1,2092000,5.8,2.2,8.73,41.0
1315,South Dakota,1978,1,489000,3.0,2.2,8.73,42.0
1316,Tennessee,1978,1,3224000,5.9,2.2,8.73,43.0
1317,Texas,1978,1,9398000,5.2,2.2,8.73,44.0
1318,Utah,1978,1,882000,4.6,2.2,8.73,45.0
1319,Vermont,1978,1,356000,6.3,2.3,9.12,46.0
1320,Virginia,1978,1,3716000,5.4,2.2,8.73,47.0
1321,Washington,1978,1,2773000,6.8,2.2,8.73,48.0
1322,West Virginia,1978,1,1405000,6.7,2.2,8.73,49.0
1323,Wisconsin,1978,1,3345000,4.9,2.2,8.73,50.0
1324,Wyoming,1978,1,297000,2.8,2.2,8.73,51.0
1908,Alabama,1979,1,2771000,6.9,2.9,10.33,1.0
1909,Alaska,1979,1,257000,9.6,3.4,12.11,2.0
1910,Arizona,1979,1,1862000,5.8,2.9,10.33,3.0
1911,Arkansas,1979,1,1633000,6.4,2.9,10.33,4.0
1912,California,1979,1,17006000,6.5,2.9,10.33,5.0
1914,Colorado,1979,1,2036000,4.9,2.9,10.33,6.0
1915,Connecticut,1979,1,2327000,5.1,2.91,10.37,7.0
1916,Delaware,1979,1,437000,7.1,2.9,10.33,8.0
1917,District of Columbia,1979,1,506000,7.6,2.9,10.33,9.0
1918,Florida,1979,1,7132000,6.5,2.9,10.33,10.0
1919,Georgia,1979,1,3784000,5.6,2.9,10.33,11.0
1920,Hawaii,1979,1,635000,6.4,2.9,10.33,12.0
1921,Idaho,1979,1,641000,6.1,2.9,10.33,13.0
1922,Illinois,1979,1,8397000,5.6,2.9,10.33,14.0
1923,Indiana,1979,1,3957000,5.6,2.9,10.33,15.0
1924,Iowa,1979,1,2137000,4.1,2.9,10.33,16.0
1925,Kansas,1979,1,1710000,3.0,2.9,10.33,17.0
1926,Kentucky,1979,1,2603000,5.3,2.9,10.33,18.0
1927,Louisiana,1979,1,2873000,5.9,2.9,10.33,19.0
1928,Maine,1979,1,813000,6.5,2.9,10.33,20.0
1929,Maryland,1979,1,3099000,5.8,2.9,10.33,21.0
1930,Massachusetts,1979,1,4320000,5.9,2.9,10.33,22.0
1931,Michigan,1979,1,6682000,7.3,2.9,10.33,23.0
1932,Minnesota,1979,1,2933000,3.9,2.9,10.33,24.0
1933,Mississippi,1979,1,1737000,6.0,2.9,10.33,25.0
1934,Missouri,1979,1,3603000,4.3,2.9,10.33,26.0
1935,Montana,1979,1,569000,5.2,2.9,10.33,27.0
1936,Nebraska,1979,1,1133000,2.6,2.9,10.33,28.0
1937,Nevada,1979,1,550000,4.7,2.9,10.33,29.0
1938,New Hampshire,1979,1,659000,3.3,2.9,10.33,30.0
1939,New Jersey,1979,1,5530000,7.0,2.9,10.33,31.0
1940,New Mexico,1979,1,882000,6.5,2.9,10.33,32.0
1941,New York,1979,1,13266000,7.2,2.9,10.33,33.0
1943,North Carolina,1979,1,4158000,4.6,2.9,10.33,34.0
1944,North Dakota,1979,1,461000,4.3,2.9,10.33,35.0
1945,Ohio,1979,1,7924000,5.7,2.9,10.33,36.0
1946,Oklahoma,1979,1,2139000,3.2,2.9,10.33,37.0
1947,Oregon,1979,1,1895000,7.0,2.9,10.33,38.0
1948,Pennsylvania,1979,1,8974000,6.9,2.9,10.33,39.0
1949,Rhode Island,1979,1,717000,6.2,2.9,10.33,40.0
1950,South Carolina,1979,1,2146000,5.2,2.9,10.33,41.0
1951,South Dakota,1979,1,492000,3.4,2.9,10.33,42.0
1952,Tennessee,1979,1,3294000,5.7,2.9,10.33,43.0
1953,Texas,1979,1,9712000,4.5,2.9,10.33,44.0
1954,Utah,1979,1,914000,3.7,2.9,10.33,45.0
1955,Vermont,1979,1,365000,5.4,2.9,10.33,46.0
1956,Virginia,1979,1,3795000,5.1,2.9,10.33,47.0
1957,Washington,1979,1,2885000,7.0,2.9,10.33,48.0
1958,West Virginia,1979,1,1422000,6.6,2.9,10.33,49.0
1959,Wisconsin,1979,1,3394000,4.8,2.9,10.33,50.0
1960,Wyoming,1979,1,313000,2.5,2.9,10.33,51.0
2544,Alabama,1980,1,2812000,7.6,3.1,9.73,1.0
2545,Alaska,1980,1,261000,8.7,3.6,11.3,2.0
2546,Arizona,1980,1,1959000,5.4,3.1,9.73,3.0
2547,Arkansas,1980,1,1661000,6.2,3.1,9.73,4.0
2548,California,1980,1,17485000,6.2,3.1,9.73,5.0
2550,Colorado,1980,1,2102000,4.5,3.1,9.73,6.0
2551,Connecticut,1980,1,2355000,5.1,3.12,9.79,7.0
2552,Delaware,1980,1,439000,6.8,3.1,9.73,8.0
2553,District of Columbia,1980,1,495000,6.4,3.1,9.73,9.0
2554,Florida,1980,1,7463000,5.6,3.1,9.73,10.0
2555,Georgia,1980,1,3879000,5.4,3.1,9.73,11.0
2556,Hawaii,1980,1,656000,4.9,3.1,9.73,12.0
2557,Idaho,1980,1,655000,6.3,3.1,9.73,13.0
2558,Illinois,1980,1,8448000,6.6,3.1,9.73,14.0
2559,Indiana,1980,1,4000000,7.9,3.1,9.73,15.0
2560,Iowa,1980,1,2147000,4.5,3.1,9.73,16.0
2561,Kansas,1980,1,1731000,3.4,3.1,9.73,17.0
2562,Kentucky,1980,1,2637000,6.2,3.1,9.73,18.0
2563,Louisiana,1980,1,2948000,6.8,3.1,9.73,19.0
2564,Maine,1980,1,822000,6.6,3.1,9.73,20.0
2565,Maryland,1980,1,3128000,5.7,3.1,9.73,21.0
2566,Massachusetts,1980,1,4357000,5.3,3.1,9.73,22.0
2567,Michigan,1980,1,6753000,9.7,3.1,9.73,23.0
2568,Minnesota,1980,1,2987000,5.1,3.1,9.73,24.0
2569,Mississippi,1980,1,1760000,6.3,3.1,9.73,25.0
2570,Missouri,1980,1,3645000,5.8,3.1,9.73,26.0
2571,Montana,1980,1,573000,5.5,3.1,9.73,27.0
2572,Nebraska,1980,1,1143000,3.0,3.1,9.73,28.0
2573,Nevada,1980,1,589000,4.9,3.1,9.73,29.0
2574,New Hampshire,1980,1,676000,3.5,3.1,9.73,30.0
2575,New Jersey,1980,1,5575000,6.6,3.1,9.73,31.0
2576,New Mexico,1980,1,911000,6.8,3.1,9.73,32.0
2577,New York,1980,1,13290000,7.1,3.1,9.73,33.0
2579,North Carolina,1980,1,4252000,5.2,3.1,9.73,34.0
2580,North Dakota,1980,1,465000,4.2,3.1,9.73,35.0
2581,Ohio,1980,1,7974000,6.3,3.1,9.73,36.0
2582,Oklahoma,1980,1,2194000,3.0,3.1,9.73,37.0
2583,Oregon,1980,1,1955000,6.4,3.1,9.73,38.0
2584,Pennsylvania,1980,1,9026000,7.2,3.1,9.73,39.0
2585,Rhode Island,1980,1,719000,6.5,3.1,9.73,40.0
2586,South Carolina,1980,1,2199000,5.6,3.1,9.73,41.0
2587,South Dakota,1980,1,494000,3.7,3.1,9.73,42.0
2588,Tennessee,1980,1,3372000,6.1,3.1,9.73,43.0
2589,Texas,1980,1,10066000,4.7,3.1,9.73,44.0
2590,Utah,1980,1,948000,5.2,3.1,9.73,45.0
2591,Vermont,1980,1,373000,5.0,3.1,9.73,46.0
2592,Virginia,1980,1,3858000,4.5,3.1,9.73,47.0
2593,Washington,1980,1,3011000,6.8,3.1,9.73,48.0
2594,West Virginia,1980,1,1438000,8.2,3.1,9.73,49.0
2595,Wisconsin,1980,1,3452000,5.2,3.1,9.73,50.0
2596,Wyoming,1980,1,329000,3.1,3.1,9.73,51.0
3180,Alabama,1981,1,2849000,9.7,3.35,9.53,1.0
3181,Alaska,1981,1,269000,9.1,3.85,10.96,2.0
3182,Arizona,1981,1,2025000,6.1,3.35,9.53,3.0
3183,Arkansas,1981,1,1680000,8.2,3.35,9.53,4.0
3184,California,1981,1,17897000,7.1,3.35,9.53,5.0
3186,Colorado,1981,1,2160000,6.1,3.35,9.53,6.0
3187,Connecticut,1981,1,2384000,6.0,3.37,9.59,7.0
3188,Delaware,1981,1,443000,7.7,3.35,9.53,8.0
3189,District of Columbia,1981,1,490000,8.2,3.35,9.53,9.0
3190,Florida,1981,1,7774000,6.3,3.35,9.53,10.0
3191,Georgia,1981,1,3970000,6.1,3.35,9.53,11.0
3192,Hawaii,1981,1,670000,5.1,3.35,9.53,12.0
3193,Idaho,1981,1,665000,7.2,3.35,9.53,13.0
3194,Illinois,1981,1,8505000,8.9,3.35,9.53,14.0
3195,Indiana,1981,1,4026000,9.3,3.35,9.53,15.0
3196,Iowa,1981,1,2157000,6.1,3.35,9.53,16.0
3197,Kansas,1981,1,1748000,4.5,3.35,9.53,17.0
3198,Kentucky,1981,1,2664000,8.5,3.35,9.53,18.0
3199,Louisiana,1981,1,3016000,7.9,3.35,9.53,19.0
3200,Maine,1981,1,831000,7.4,3.35,9.53,20.0
3201,Maryland,1981,1,3173000,6.7,3.35,9.53,21.0
3202,Massachusetts,1981,1,4399000,5.9,3.35,9.53,22.0
3203,Michigan,1981,1,6779000,12.4,3.35,9.53,23.0
3204,Minnesota,1981,1,3030000,5.7,3.35,9.53,24.0
3205,Mississippi,1981,1,1784000,8.2,3.35,9.53,25.0
3206,Missouri,1981,1,3676000,7.7,3.35,9.53,26.0
3207,Montana,1981,1,578000,6.4,3.35,9.53,27.0
3208,Nebraska,1981,1,1154000,4.0,3.35,9.53,28.0
3209,Nevada,1981,1,621000,7.2,3.35,9.53,29.0
3210,New Hampshire,1981,1,691000,4.7,3.35,9.53,30.0
3211,New Jersey,1981,1,5634000,7.5,3.35,9.53,31.0
3212,New Mexico,1981,1,934000,7.8,3.35,9.53,32.0
3213,New York,1981,1,13354000,7.6,3.35,9.53,33.0
3215,North Carolina,1981,1,4334000,6.4,3.35,9.53,34.0
3216,North Dakota,1981,1,470000,5.1,3.35,9.53,35.0
3217,Ohio,1981,1,8017000,9.1,3.35,9.53,36.0
3218,Oklahoma,1981,1,2246000,3.7,3.35,9.53,37.0
3219,Oregon,1981,1,1989000,9.1,3.35,9.53,38.0
3220,Pennsylvania,1981,1,9082000,8.0,3.35,9.53,39.0
3221,Rhode Island,1981,1,723000,7.1,3.35,9.53,40.0
3222,South Carolina,1981,1,2246000,7.3,3.35,9.53,41.0
3223,South Dakota,1981,1,496000,5.1,3.35,9.53,42.0
3224,Tennessee,1981,1,3423000,8.2,3.35,9.53,43.0
3225,Texas,1981,1,10397000,5.2,3.35,9.53,44.0
3226,Utah,1981,1,977000,6.6,3.35,9.53,45.0
3227,Vermont,1981,1,380000,5.8,3.35,9.53,46.0
3228,Virginia,1981,1,3927000,5.3,3.35,9.53,47.0
3229,Washington,1981,1,3095000,8.5,3.35,9.53,48.0
3230,West Virginia,1981,1,1451000,11.1,3.35,9.53,49.0
3231,Wisconsin,1981,1,3497000,7.9,3.35,9.53,50.0
3232,Wyoming,1981,1,343000,4.5,3.35,9.53,51.0
3816,Alabama,1982,1,2879000,12.7,3.35,8.98,1.0
3817,Alaska,1982,1,282000,9.8,3.85,10.32,2.0
3818,Arizona,1982,1,2087000,7.8,3.35,8.98,3.0
3819,Arkansas,1982,1,1693000,9.3,3.35,8.98,4.0
3820,California,1982,1,18269000,8.8,3.35,8.98,5.0
3822,Colorado,1982,1,2225000,6.2,3.35,8.98,6.0
3823,Connecticut,1982,1,2408000,6.7,3.37,9.03,7.0
3824,Delaware,1982,1,448000,8.5,3.35,8.98,8.0
3825,District of Columbia,1982,1,486000,9.6,3.35,8.98,9.0
3826,Florida,1982,1,8046000,7.7,3.35,8.98,10.0
3827,Georgia,1982,1,4052000,7.4,3.35,8.98,11.0
3828,Hawaii,1982,1,683000,5.8,3.35,8.98,12.0
3829,Idaho,1982,1,676000,9.3,3.35,8.98,13.0
3830,Illinois,1982,1,8547000,9.5,3.35,8.98,14.0
3831,Indiana,1982,1,4043000,11.5,3.35,8.98,15.0
3832,Iowa,1982,1,2160000,7.8,3.35,8.98,16.0
3833,Kansas,1982,1,1764000,5.0,3.35,8.98,17.0
3834,Kentucky,1982,1,2687000,9.8,3.35,8.98,18.0
3835,Louisiana,1982,1,3080000,9.4,3.35,8.98,19.0
3836,Maine,1982,1,839000,8.2,3.35,8.98,20.0
3837,Maryland,1982,1,3214000,8.2,3.35,8.98,21.0
3838,Massachusetts,1982,1,4433000,7.4,3.35,8.98,22.0
3839,Michigan,1982,1,6771000,14.3,3.35,8.98,23.0
3840,Minnesota,1982,1,3060000,6.6,3.35,8.98,24.0
3841,Mississippi,1982,1,1806000,9.8,3.35,8.98,25.0
3842,Missouri,1982,1,3695000,8.6,3.35,8.98,26.0
3843,Montana,1982,1,585000,7.9,3.35,8.98,27.0
3844,Nebraska,1982,1,1161000,4.8,3.35,8.98,28.0
3845,Nevada,1982,1,647000,8.6,3.35,8.98,29.0
3846,New Hampshire,1982,1,704000,6.3,3.35,8.98,30.0
3847,New Jersey,1982,1,5690000,8.3,3.35,8.98,31.0
3848,New Mexico,1982,1,957000,7.6,3.35,8.98,32.0
3849,New York,1982,1,13430000,8.1,3.35,8.98,33.0
3851,North Carolina,1982,1,4406000,8.6,3.35,8.98,34.0
3852,North Dakota,1982,1,476000,5.0,3.35,8.98,35.0
3853,Ohio,1982,1,8044000,11.3,3.35,8.98,36.0
3854,Oklahoma,1982,1,2312000,4.4,3.35,8.98,37.0
3855,Oregon,1982,1,2002000,11.0,3.35,8.98,38.0
3856,Pennsylvania,1982,1,9130000,9.7,3.35,8.98,39.0
3857,Rhode Island,1982,1,729000,9.0,3.35,8.98,40.0
3858,South Carolina,1982,1,2289000,9.8,3.35,8.98,41.0
3859,South Dakota,1982,1,497000,4.9,3.35,8.98,42.0
3860,Tennessee,1982,1,3461000,10.6,3.35,8.98,43.0
3861,Texas,1982,1,10773000,5.8,3.35,8.98,44.0
3862,Utah,1982,1,1004000,7.2,3.35,8.98,45.0
3863,Vermont,1982,1,384000,6.6,3.35,8.98,46.0
3864,Virginia,1982,1,3992000,7.0,3.35,8.98,47.0
3865,Washington,1982,1,3144000,11.0,3.35,8.98,48.0
3866,West Virginia,1982,1,1460000,10.9,3.35,8.98,49.0
3867,Wisconsin,1982,1,3527000,9.0,3.35,8.98,50.0
3868,Wyoming,1982,1,354000,4.2,3.35,8.98,51.0
4452,Alabama,1983,1,2901000,14.9,3.35,8.7,1.0
4453,Alaska,1983,1,307000,10.7,3.85,10.0,2.0
4454,Arizona,1983,1,2156000,11.6,3.35,8.7,3.0
4455,Arkansas,1983,1,1708000,10.1,3.35,8.7,4.0
4456,California,1983,1,18584000,11.1,3.35,8.7,5.0
4458,Colorado,1983,1,2289000,8.8,3.35,8.7,6.0
4459,Connecticut,1983,1,2425000,6.8,3.37,8.75,7.0
4460,Delaware,1983,1,453000,8.4,3.35,8.7,8.0
4461,District of Columbia,1983,1,484000,11.3,3.35,8.7,9.0
4462,Florida,1983,1,8286000,9.4,3.35,8.7,10.0
4463,Georgia,1983,1,4119000,8.5,3.35,8.7,11.0
4464,Hawaii,1983,1,699000,6.2,3.35,8.7,12.0
4465,Idaho,1983,1,685000,10.5,3.35,8.7,13.0
4466,Illinois,1983,1,8568000,13.0,3.35,8.7,14.0
4467,Indiana,1983,1,4051000,12.5,3.35,8.7,15.0
4468,Iowa,1983,1,2158000,9.2,3.35,8.7,16.0
4469,Kansas,1983,1,1778000,6.9,3.35,8.7,17.0
4470,Kentucky,1983,1,2710000,12.2,3.35,8.7,18.0
4471,Louisiana,1983,1,3141000,11.7,3.35,8.7,19.0
4472,Maine,1983,1,848000,9.0,3.35,8.7,20.0
4473,Maryland,1983,1,3237000,8.1,3.35,8.7,21.0
4474,Massachusetts,1983,1,4457000,8.0,3.35,8.7,22.0
4475,Michigan,1983,1,6731000,16.5,3.35,8.7,23.0
4476,Minnesota,1983,1,3078000,8.9,3.35,8.7,24.0
4477,Mississippi,1983,1,1821000,12.4,3.35,8.7,25.0
4478,Missouri,1983,1,3715000,10.4,3.35,8.7,26.0
4479,Montana,1983,1,593000,9.2,3.35,8.7,27.0
4480,Nebraska,1983,1,1169000,6.3,3.35,8.7,28.0
4481,Nevada,1983,1,665000,11.3,3.35,8.7,29.0
4482,New Hampshire,1983,1,715000,6.7,3.35,8.7,30.0
4483,New Jersey,1983,1,5749000,9.1,3.35,8.7,31.0
4484,New Mexico,1983,1,981000,10.4,3.35,8.7,32.0
4485,New York,1983,1,13508000,9.6,3.35,8.7,33.0
4487,North Carolina,1983,1,4464000,10.0,3.35,8.7,34.0
4488,North Dakota,1983,1,484000,6.4,3.35,8.7,35.0
4489,Ohio,1983,1,8039000,13.8,3.35,8.7,36.0
4490,Oklahoma,1983,1,2391000,8.6,3.35,8.7,37.0
4491,Oregon,1983,1,2005000,11.9,3.35,8.7,38.0
4492,Pennsylvania,1983,1,9163000,12.4,3.35,8.7,39.0
4493,Rhode Island,1983,1,734000,10.2,3.35,8.7,40.0
4494,South Carolina,1983,1,2326000,11.5,3.35,8.7,41.0
4495,South Dakota,1983,1,501000,6.0,3.35,8.7,42.0
4496,Tennessee,1983,1,3492000,12.8,3.35,8.7,43.0
4497,Texas,1983,1,11149000,8.4,3.35,8.7,44.0
4498,Utah,1983,1,1034000,9.6,3.35,8.7,45.0
4499,Vermont,1983,1,389000,7.1,3.35,8.7,46.0
4500,Virginia,1983,1,4052000,7.6,3.35,8.7,47.0
4501,Washington,1983,1,3173000,12.0,3.35,8.7,48.0
4502,West Virginia,1983,1,1468000,18.3,3.35,8.7,49.0
4503,Wisconsin,1983,1,3539000,11.5,3.35,8.7,50.0
4504,Wyoming,1983,1,361000,8.4,3.35,8.7,51.0
5088,Alabama,1984,1,2925000,12.3,3.35,8.34,1.0
5089,Alaska,1984,1,330000,10.2,3.85,9.58,2.0
5090,Arizona,1984,1,2232000,5.7,3.35,8.34,3.0
5091,Arkansas,1984,1,1726000,8.8,3.35,8.34,4.0
5092,California,1984,1,18946000,8.3,3.35,8.34,5.0
5094,Colorado,1984,1,2338000,5.3,3.35,8.34,6.0
5095,Connecticut,1984,1,2442000,5.1,3.37,8.39,7.0
5096,Delaware,1984,1,459000,6.7,3.35,8.34,8.0
5097,District of Columbia,1984,1,483000,9.9,3.35,8.34,9.0
5098,Florida,1984,1,8536000,7.2,3.35,8.34,10.0
5099,Georgia,1984,1,4195000,6.4,3.35,8.34,11.0
5100,Hawaii,1984,1,714000,5.6,3.35,8.34,12.0
5101,Idaho,1984,1,695000,7.3,3.35,8.34,13.0
5102,Illinois,1984,1,8597000,9.9,3.35,8.34,14.0
5103,Indiana,1984,1,4066000,9.3,3.35,8.34,15.0
5104,Iowa,1984,1,2161000,7.1,3.35,8.34,16.0
